id,title,authors,date,tags,URL,author,tickers,article_content,url
20,Tech Shares May Weigh On South Korea Stocks,,"April 03, 2023 — 07:00 pm EDT",['Markets'],,RTTNews.com,[],"April 03, 2023 — 07:00 pm EDT

      Written by
                        RTTNews.com for                             
        




RTTNews ->


(RTTNews) - The South Korea stock market on Monday snapped the four-day winning streak in which it had advanced almost 65 points or 2.7 percent. The KOSPI now rests just above the 2,470-point plateau and it may tick lower again on Tuesday.
The global forecast for the Asian markets is a study in contrasts, with gains among oil stocks likely offset by weakness among the technology shares. The European and U.S. markets were mixed and the Asian bourses figure to follow suit.
The KOSPI finished slightly lower on Monday following losses from the financials, gains from the steel companies and a mixed picture from the auto and technology sectors.
For the day, the index dipped 4.52 points or 0.18 percent to finish at 2,472.34. Volume was 801.73 million shares worth 11.16 trillion won. There were 510 decliners and 370 gainers.
Among the actives, Shinhan Financial tanked 2.26 percent, while KB Financial sank 0.73 percent, Hana Financial fell 0.25 percent, Samsung Electronics weakened 1.41 percent, Samsung SDI climbed 1.36 percent, LG Electronics declined 1.30 percent, SK Hynix slumped 1.58 percent, Naver tumbled 1.88 percent, Lotte Chemical plunged 2.46 percent, S-Oil soared 2.62 percent, SK Innovation added 0.39 percent, POSCO skyrocketed 6.52 percent, SK Telecom retreated 1.55 percent, KEPCO shed 0.67 percent, Hyundai Mobis dropped 0.93 percent, Hyundai Motor lost 0.49 percent, Kia Motors rose 0.25 percent and LG Chem was unchanged.
The lead from Wall Street is incongruous as the Dow and S&P opened higher and finished the same way, while the NASDAQ opened in the red and remained there throughout the session.
The Dow surged 327.00 points or 0.98 percent to finish at 33,601.15, while the NASDAQ dropped 32.45 points or 0.27 percent to end at 12,189.45 and the S&P 500 added 15.20 points or 0.37 percent to close at 4,124.51.
The strength on Wall Street rose the back of the energy sector as crude oil prices surged, while technology stocks ebbed on fears over the outlook for interest rates.
Oil prices rose sharply on Monday, buoyed by the decision of OPEC+ oil producers to cut output by around 1.16 million barrels per day. West Texas Intermediate Crude oil futures for May ended higher by $4.75 or 6.3 percent at $80.42 a barrel.
In economic news, the Institute for Supply Management said manufacturing activity in the U.S. contracted at a slightly faster rate in March. Also, the Commerce Department unexpectedly showed a slight decrease in U.S. construction spending in February. 
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.

© 2023, Nasdaq, Inc. All Rights Reserved.










To add symbols:


These symbols will be available throughout the site during your session.
To add symbols:


These symbols will be available throughout the site during your session.",https://www.nasdaq.com/articles/tech-shares-may-weigh-on-south-korea-stocks
26,,,Unknown,['Unknown'],,Unknown,[],"Cheddar News is where forward thinkers go to learn about the people, ideas and innovations that are driving change and creating what's next.
New Tax Credit Requirements to Limit Qualified Electric Vehicles for Tax Breaks
© 2023, Nasdaq, Inc. All Rights Reserved.










To add symbols:

Type a symbol or company name. When the symbol you want to add appears, add it to My Quotes by selecting it and pressing Enter/Return.
Copy and paste multiple symbols separated by spaces.
                
These symbols will be available throughout the site during your session.



Type a symbol or company name. When the symbol you want to add appears, add it to My Quotes by selecting it and pressing Enter/Return.
Copy and paste multiple symbols separated by spaces.
                
These symbols will be available throughout the site during your session.

These symbols will be available throughout the site during your session.
To add symbols:

Type a symbol or company name. When the symbol you want to add appears, add it to Watchlist by selecting it and pressing Enter/Return.
Copy and paste multiple symbols separated by spaces.
                
These symbols will be available throughout the site during your session.



Type a symbol or company name. When the symbol you want to add appears, add it to Watchlist by selecting it and pressing Enter/Return.
Copy and paste multiple symbols separated by spaces.
                
These symbols will be available throughout the site during your session.

These symbols will be available throughout the site during your session.",https://www.nasdaq.com/videos/new-tax-credit-requirements-to-limit-qualified-electric-vehicles-for-tax-breaks
23,A Shiba Inu Mascot Is Up on Twitter -- the Price of Dogecoin Is Soaring,,"April 03, 2023 — 05:58 pm EDT",['Markets'],,Bram Berkowitz,[],"April 03, 2023 — 05:58 pm EDT

      Written by
                        Bram Berkowitz for                             
        




The Motley Fool ->


Since late afternoon yesterday, the price of the meme token Dogecoin (CRYPTO: DOGE) had surged by nearly 26% as of 3:57 p.m. ET today after the Shiba Inu mascot replaced the Blue bird icon on Twitter's home page. The price of another meme token Shiba Inu (CRYPTO: SHIB) was also up about 4.4% today for what I assume are similar reasons.
Twitter is now owned by the billionaire Elon Musk who is a well-known Dogecoin supporter, with the token supposedly being one of three cryptocurrencies that Musk owns. In many past instances, comments that Musk has made about Dogecoin have led the token's price to surge.
Today, on the home page of Twitter, a picture of a Shiba Inu dog, which is Dogecoin's mascot, replaced the Blue bird icon typically in the top left corner of Twitter's home feed. Dogecoin followers have long wondered whether Musk might incorporate some kind of crypto component into Twitter and accept Doge as payment. Furthermore, Musk tweeted out this picture below.
pic.twitter.com/wmN5WxUhfQ



Interestingly, this is all happening after Reuters earlier today reported that Musk recently asked a federal court to dismiss a $258 billion lawsuit that alleges he purposely pumped up the price of Dogecoin only to then let it plummet. 
""There is nothing unlawful about tweeting words of support for, or funny pictures about, a legitimate cryptocurrency that continues to hold a market cap of nearly $10 billion,"" said Musk's lawyers in court documents, according to Reuters. ""This court should put a stop to plaintiffs' fantasy and dismiss the complaint.""
Events like these are part of the reason I would recommend that investors stay away from a meme token like Dogecoin.
The token is extremely volatile and the most random of events can drive the price higher or lower. Other than what appears to be more devoted following than most other cryptocurrencies, Dogecoin has no unique advantage over other cryptocurrencies that would lead me to believe it will be a good long-term investment.
10 stocks we like better than DogecoinWhen our analyst team has a stock tip, it can pay to listen. After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has tripled the market.*
They just revealed what they believe are the ten best stocks for investors to buy right now... and Dogecoin wasn't one of them! That's right -- they think these 10 stocks are even better buys.
See the 10 stocks
 
*Stock Advisor returns as of March 8, 2023
 
Bram Berkowitz has no position in any of the stocks mentioned. The Motley Fool has no position in any of the stocks mentioned. The Motley Fool has a disclosure policy.
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.

© 2023, Nasdaq, Inc. All Rights Reserved.










To add symbols:


These symbols will be available throughout the site during your session.
To add symbols:


These symbols will be available throughout the site during your session.",https://www.nasdaq.com/articles/a-shiba-inu-mascot-is-up-on-twitter-the-price-of-dogecoin-is-soaring
22,Why the Dow Crushed the Rest of the Stock Market Monday,,"April 03, 2023 — 06:28 pm EDT",['Markets'],,Dan Caplinger,['CVX'],"April 03, 2023 — 06:28 pm EDT

      Written by
                        Dan Caplinger for                             
        




The Motley Fool ->


Stock markets were mixed on Monday as investors tried to chart a course for the beginning of the second quarter of 2023. The Nasdaq Composite (NASDAQINDEX: ^IXIC) suffered a modest loss on the day, but the Dow Jones Industrial Average (DJINDICES: ^DJI) moved sharply higher, leaving the S&P 500 (SNPINDEX: ^GSPC) stuck in the middle.
Index


Daily Percentage Change


Daily Point Change


Dow


+0.98%


+327


S&P 500


+0.37%


+15


Nasdaq


(0.27%)


(32)


Index
Daily Percentage Change
Daily Point Change
Dow
+0.98%
+327
S&P 500
+0.37%
+15
Nasdaq
(0.27%)
(32)
Data source: Yahoo! Finance.
A couple of stocks were largely responsible for the Dow's big gains. With energy prices moving sharply higher, Chevron (NYSE: CVX) was a leading contributor within the Dow. However, the big mover that gave the average the biggest boost was UnitedHealth Group (NYSE: UNH), as its outsized share price and big percentage move combined to have a triple-digit influence on the Dow.
Shares of Chevron moved higher by more than 4% on Monday. The major integrated oil stock benefited from geopolitical moves in the energy market that worked to its benefit.
Crude oil prices surged almost $5 per barrel on Monday, climbing above the $80 mark. The move came after major members of the Organization of Petroleum Exporting Countries announced unexpected production cuts over the weekend that could reduce supplies by as much as roughly 1.15 million barrels per day. Saudi Arabia made the largest cuts, reducing expected output by 500,000 barrels per day. Iraq, the UAE, and Kuwait all made reductions of more than 100,000 barrels per day, and a handful of smaller countries also made more modest cuts.
For Chevron, the news comes after the oil giant posted massive profits in 2022. Net income for the year amounted to nearly $35.5 billion, drawing the ire of those struggling under inflationary pressures. Investors saw direct benefits, as the company announced a 6% dividend increase in January and authorized a gargantuan $75 billion stock repurchase program.
Chevron stock remains below its all-time high set late last year, and with an earnings multiple below 10, investors clearly believe that current levels of earnings are too good to last. Nevertheless, if oil prices remain strong, Chevron could enjoy the benefits longer than many had expected.
Shares of UnitedHealth Group, however, were the big winners on the day. The stock climbed more than 4.5%, and because of its high share price, the $21.60 per-share gain worked out to roughly 150 points of upward pressure on the Dow Jones Industrial Average.
UnitedHealth rose in concert with other health insurance stocks, partly in response to news from the Centers for Medicare & Medicaid Services. The federal agency regulates  payment and reimbursement rates for those receiving healthcare benefits under the two programs, and the latest news was good from the managed care perspective. Although reimbursement rates will fall slightly for health insurers offering benefits through Medicare Advantage plans, the size of the reduction was smaller than many had feared. Moreover, Medicare and Medicaid expect to pay more for hospice care services, potentially putting more money in UnitedHealth's pocket as well.
Many investors might not realize that UnitedHealth is more than just an insurance company. Increasingly, acquisitions have given UnitedHealth much broader scope, adopting artificial intelligence to model claims experience more effectively and looking to offer more wellness services.
Looking ahead, UnitedHealth's valuation appears more expensive than Chevron's, but there could be greater opportunity for long-term growth. Both of these blue chip Dow stocks are worth a closer look for those seeking to add exposure in key areas like energy and healthcare.
10 stocks we like better than ChevronWhen our analyst team has a stock tip, it can pay to listen. After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has tripled the market.*
They just revealed what they believe are the ten best stocks for investors to buy right now... and Chevron wasn't one of them! That's right -- they think these 10 stocks are even better buys.
See the 10 stocks
 
*Stock Advisor returns as of March 8, 2023
 
Dan Caplinger has positions in UnitedHealth Group. The Motley Fool recommends UnitedHealth Group. The Motley Fool has a disclosure policy.
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.

© 2023, Nasdaq, Inc. All Rights Reserved.










To add symbols:


These symbols will be available throughout the site during your session.
To add symbols:


These symbols will be available throughout the site during your session.",https://www.nasdaq.com/articles/why-the-dow-crushed-the-rest-of-the-stock-market-monday
25,Why UnitedHealth Stock Rocketed Nearly 5% Higher Today,,"April 03, 2023 — 05:41 pm EDT",['Markets'],,Eric Volkman,['BAC'],"April 03, 2023 — 05:41 pm EDT

      Written by
                        Eric Volkman for                             
        




The Motley Fool ->


Now this is the way to start a week on the stock market. The share price of top health insurer UnitedHealth Group (NYSE: UNH) climbed 4.6% higher on some encouraging news from the federal government plus a very positive analyst note. As a result, the stock convincingly beat the 0.4% bump of the S&P 500 index on the day.
Much of UnitedHealth's Monday momentum came from the Biden administration's completion of a new set of rules for Medicare this past Friday. 
While the administration still aims to reduce overbilling through the program's Medicare Advantage private healthcare system, the new rules did not go as far as many in the health insurance sector had feared. 
Under Medicare Advantage, private-sector insurers receive fixed payments from Medicare. The insurers, in turn, become responsible for the healthcare expenses of the enrolled parties.
Meanwhile, the prognosticator thumbs-up came from influential bank and eager stock tracker Bank of America. On the kickoff of this year's calendar second quarter, the lender released its top 10 stock ideas for the period. Happily, UnitedHealth was one of the buys on that list.
The analyst team at Bank of America selected a mix of prominent companies and lesser-known titles. Its 10 ideas comprised eight enthusiastic buys -- including UnitedHealth -- and a pair of sells. UnitedHealth was the only healthcare insurance company on the list. It wasn't, however, the sole insurer -- Progressive (NYSE: PGR) also made Bank of America's top eight.
10 stocks we like better than UnitedHealth GroupWhen our analyst team has a stock tip, it can pay to listen. After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has tripled the market.*
They just revealed what they believe are the ten best stocks for investors to buy right now... and UnitedHealth Group wasn't one of them! That's right -- they think these 10 stocks are even better buys.
See the 10 stocks
 
*Stock Advisor returns as of March 8, 2023
 
Bank of America is an advertising partner of The Ascent, a Motley Fool company. Eric Volkman has no position in any of the stocks mentioned. The Motley Fool has positions in and recommends Bank of America. The Motley Fool recommends Progressive and UnitedHealth Group. The Motley Fool has a disclosure policy.
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.

© 2023, Nasdaq, Inc. All Rights Reserved.










To add symbols:


These symbols will be available throughout the site during your session.
To add symbols:


These symbols will be available throughout the site during your session.",https://www.nasdaq.com/articles/why-unitedhealth-stock-rocketed-nearly-5-higher-today
29,Why Alphabet Stock Gained 15% in March,,"April 03, 2023 — 05:12 pm EDT",['Markets'],,Jeremy Bowman,['GOOGL'],"April 03, 2023 — 05:12 pm EDT

      Written by
                        Jeremy Bowman for                             
        




The Motley Fool ->


Shares of Alphabet (NASDAQ: GOOG) (NASDAQ: GOOGL) were up in March. The stock benefited from some analyst upgrades, the increasing risk that TikTok would be banned in the U.S., and the perception among some investors that the stock was undervalued.
According to data from S&P Global Market Intelligence, Alphabet stock finished the month up 15%. As you can see from the chart below, those gains came in the second half of the month. This was due to the run-up to the TikTok hearings and a recovery in the broad market following the collapse of SVB Financial's Silicon Valley Bank.

GOOGL data by YCharts.
There was no singular reason for Alphabet's gain last month. Rather, a variety of factors combined to send shares of the tech giant higher, especially after the stock had struggled earlier in the year with the increasing threat from Microsoft and ChatGPT.
Alphabet stock rallied the week of March 13 as stocks rebounded in the aftermath of the Silicon Valley Bank collapse and other news items, including a report from Bank of America showing that the increase in interest in Microsoft's Bing since its announcement that it would integrate ChatGPT features hasn't impacted Google web traffic or search download activity, which has been stable since November. 
The stock gained later in the week, seemingly helped by Meta Platforms' second announcement of layoffs. Amazon also announced a second round of layoffs last month, which could also encourage Alphabet to do the same.
Finally, the stock seemed to get a tailwind from the TikTok hearings, as a number of politicians called for the popular Chinese social media app to be banned from the U.S. A ban or another type of regulatory crackdown would be bullish for Alphabet and the rest of the social media industry as TikTok is a threat to YouTube and Google Search, as Gen Z is increasingly using TikTok as a starting point for searches.
To close out the month, Alphabet stock jumped on March 31 as CFO Ruth Porat promised that the company would continue to cut costs, fulfilling hopes that the company would slash expenses further after it issued layoffs back in January. After last-month's gains, Alphabet stock now trades at a price-to-earnings ratio of 23, and analysts expect the company's earnings per share to decline in the first quarter before returning to growth later in the year.
Given the recessionary headwinds in the ad market and the challenges from Microsoft and ChatGPT, Alphabet stock seems to be fully valued after the latest gains.
10 stocks we like better than AlphabetWhen our analyst team has a stock tip, it can pay to listen. After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has tripled the market.*
They just revealed what they believe are the ten best stocks for investors to buy right now… and Alphabet wasn't one of them! That's right -- they think these 10 stocks are even better buys.
See the 10 stocks
 
*Stock Advisor returns as of March 8, 2023
 
SVB Financial provides credit and banking services to The Motley Fool. John Mackey, former CEO of Whole Foods Market, an Amazon subsidiary, is a member of The Motley Fool’s board of directors. Randi Zuckerberg, a former director of market development and spokeswoman for Facebook and sister to Meta Platforms CEO Mark Zuckerberg, is a member of The Motley Fool's board of directors. Suzanne Frey, an executive at Alphabet, is a member of The Motley Fool’s board of directors. Bank of America is an advertising partner of The Ascent, a Motley Fool company. Jeremy Bowman has positions in Amazon.com and Meta Platforms. The Motley Fool has positions in and recommends Alphabet, Amazon.com, Bank of America, Meta Platforms, Microsoft, and SVB Financial. The Motley Fool has a disclosure policy.
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.

© 2023, Nasdaq, Inc. All Rights Reserved.










To add symbols:


These symbols will be available throughout the site during your session.
To add symbols:


These symbols will be available throughout the site during your session.",https://www.nasdaq.com/articles/why-alphabet-stock-gained-15-in-march
28,MRNA Makes Bullish Cross Above Critical Moving Average,,"April 03, 2023 — 05:12 pm EDT","['Markets', 'Stocks']",,BNK Invest,[],"April 03, 2023 — 05:12 pm EDT

      Written by
                        BNK Invest for                             
        




BNK Invest ->


In trading on Monday, shares of Moderna Inc (Symbol: MRNA) crossed above their 200 day moving average of $158.72, changing hands as high as $159.99 per share.  Moderna Inc shares are currently trading up about 3.8% on the day.  The chart below shows the one year performance of MRNA shares, versus its 200 day moving average:












Looking at the chart above, MRNA's low point in its 52 week range is $115.03 per share, with $217.25 as the 52 week high point — that compares with a last trade of $159.48. The MRNA DMA information above was sourced from TechnicalAnalysisChannel.com


Click here to find out which 9 other stocks recently crossed above their 200 day moving average »



The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.

© 2023, Nasdaq, Inc. All Rights Reserved.










To add symbols:


These symbols will be available throughout the site during your session.
To add symbols:


These symbols will be available throughout the site during your session.",https://www.nasdaq.com/articles/mrna-makes-bullish-cross-above-critical-moving-average-0
27,Oncternal Therapeutics Closes 2 Studies Of Zilovertamab; Stock Tanks 40%,,"April 03, 2023 — 05:13 pm EDT",['Markets'],,RTTNews.com,[],"April 03, 2023 — 05:13 pm EDT

      Written by
                        RTTNews.com for                             
        




RTTNews ->


(RTTNews) - Shares of Oncternal Therapeutics, Inc. (ONCT) slipped 40% in extended hours on Monday after the company announced that Zilovertamab phase 3 study ZILO-301 and phase 1/2 study CIRM-0001 to be closed based on dynamically changing therapeutic landscape.
The Phase 3 study and the Phase 1/2 study of zilovertamab in combination with ibrutinib will be closed, and other project and indirect expenses will be reduced, resulting in extending the expected cash runway into 2025, the company said in a statement.
The company plans the projected cash runway will support its clinical advancement of two pipeline assets ONCT-808 and ONCT-534.
""It is an extremely difficult decision to halt the clinical development of zilovertamab in combination with ibrutinib for patients with hematologic malignancies,"" said James Breitmeyer, M.D., Ph.D., Oncternal's President and CEO. ""The dramatic adoption of recently approved Bruton's tyrosine kinase inhibitors made the continued development of zilovertamab with ibrutinib an unviable commercial opportunity. The decision was not based on any concerns about the safety or efficacy of zilovertamab. Going forward we will focus on reaching clinical proof of concept and data catalysts from the clinical trials of ONCT-808 in patients with resistant aggressive lymphoma, and ONCT-534 in patients with prostate cancer resistant to standard of care androgen receptor inhibitors."" 
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.

© 2023, Nasdaq, Inc. All Rights Reserved.










To add symbols:


These symbols will be available throughout the site during your session.
To add symbols:


These symbols will be available throughout the site during your session.",https://www.nasdaq.com/articles/oncternal-therapeutics-closes-2-studies-of-zilovertamab-stock-tanks-40
24,"TSX Rises For 7th Straight Session, Ends 0.9% Up",,"April 03, 2023 — 05:45 pm EDT",['Markets'],,RTTNews.com,[],"April 03, 2023 — 05:45 pm EDT

      Written by
                        RTTNews.com for                             
        




RTTNews ->


(RTTNews) - The Canadian market ended on a strong note on Monday, lifted by gains in energy and materials shares.
Energy stocks were in demand as oil prices rose sharply today after the Organization of the Petroleum Exporting Countries and allies' decided to cut crude output by 1.16 million barrels from May.
West Texas Intermediate Crude oil futures for May ended higher by $4.75 or about 6.3% at $80.42 a barrel.
Materials shares climbed higher, tracking firm gold prices. 
The benchmark S&P/TSX Composite Index ended with a gain of 178.39 points or 0.89% at 20,278.28, extending gains to a seventh straight session.
On the economic front, data released by Markit Economic showed the S&P Global Canada Manufacturing PMI dropped to 48.6 in March 2023 from a seven-month high of 52.4 in February. The latest reading indicated a renewed contraction in the country's factory sector that was the steepest since June 2020 after two consecutive months of expansion.
The Energy Capped Index surged 5.37%. International Petroleum Corp (IPCO.TO) rallied more than 9%. MEG Energy Corp (MEG.TO) gained nearly 9% and Cenovus Energy (CVE.TO) climbed 8.2%. Baytex Energy (BTE.TO), Crescent Point Energy (CPG.TO), Paramount Resources (POU.TO), Enerplus Corp (ERF.TO), Nuvista Energy (NVA.TO), Canadian Natural Resources (CNQ.TO) and Imperial Oil (IMO.TO) gained 6 to 7%.
The Materials Capped Index climbed 2.2%. Teck Resources (TECK.B.TO) soared nearly 19%. The company has rejected unsolicited acquisition proposal from Glencore Plc, stating rival's all-stock offer is inferior to its own planner separation.
First Quantum Minerals (FM.TO), Lundin Gold (LUG.TO), Iamgold (IMG.TO), Dundee Precious Metals (DPM.TO), Eldorado Gold (ELD.TO) and Franco-Nevada Corp (FNV.TO) gained 2.5 to 4%.
Bank stocks Toronto-Dominion Bank (TD.TO), Royal Bank of Canada (RY.TO), Bank of Montreal (BMO.TO), Canadian Imperial Bank of Commerce (CM.TO) and National Bank of Canada (NA.TO) ended with sharp to moderate gains. 
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.

© 2023, Nasdaq, Inc. All Rights Reserved.










To add symbols:


These symbols will be available throughout the site during your session.
To add symbols:


These symbols will be available throughout the site during your session.",https://www.nasdaq.com/articles/tsx-rises-for-7th-straight-session-ends-0.9-up
21,Why Skillz Stock Was Stagnant on Monday,,"April 03, 2023 — 06:53 pm EDT",['Markets'],,Eric Volkman,['SKLZ'],"April 03, 2023 — 06:53 pm EDT

      Written by
                        Eric Volkman for                             
        




The Motley Fool ->


After Skillz (NYSE: SKLZ) enjoyed a post-earnings pop at the end of last week, investors cooled on the stock Monday. Its price rose less than 0.6% on the day, trading essentially in line with the forgettable bump of the S&P 500 index. A fresh analyst take on the company helped dampen enthusiasm.
Before market open, Stifel analyst Drew Crum cut his price target on Skillz stock. Crum's new evaluation places the fair value of the shares at $1.25 apiece, down from his previous level of $1.50. This move doesn't make him a Skillz bear, however, as he maintained his buy recommendation on the specialty tech sector stock. 
The reasoning behind the prognosticator's move wasn't immediately apparent. He wasn't, however, the only pundit getting less enthusiastic about Skillz in the wake of the company's latest earnings release last Thursday.
Almost immediately following that event, BTIG analyst Clark Lampden also did the price target cut dance with a more drastic reduction. He now feels Skillz is worth only $0.40 per share, well below his preceding target of $0.71. He's more gloomy on the company's prospects than his Stifel peer; he kept his existing sell recommendation intact. 
Investors found enough to like in that results announcement from Skillz to subsequently push its price higher on Friday. While the company's $0.34 per-share loss for its fourth quarter was notably worse than the average analyst estimate and revenue also fell short, several key operational metrics ticked higher. Among these was both the average revenue and average gross marketplace volume (GMV) per monthly active user.
10 stocks we like better than SkillzWhen our analyst team has a stock tip, it can pay to listen. After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has tripled the market.*
They just revealed what they believe are the ten best stocks for investors to buy right now... and Skillz wasn't one of them! That's right -- they think these 10 stocks are even better buys.
See the 10 stocks
 
*Stock Advisor returns as of March 8, 2023
 
Eric Volkman has no position in any of the stocks mentioned. The Motley Fool has positions in and recommends Skillz. The Motley Fool has a disclosure policy.
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.

© 2023, Nasdaq, Inc. All Rights Reserved.










To add symbols:


These symbols will be available throughout the site during your session.
To add symbols:


These symbols will be available throughout the site during your session.",https://www.nasdaq.com/articles/why-skillz-stock-was-stagnant-on-monday
30,C3.ai Accused of Accounting Fraud. Here's What Investors Need to Know.,,"April 04, 2023 — 05:15 pm EDT",['Markets'],,Jeremy Bowman,['AI'],"April 04, 2023 — 05:15 pm EDT

      Written by
                        Jeremy Bowman for                             
        




The Motley Fool ->


C3.ai (NYSE: AI) stock plunged on Tuesday after it was slammed by short-seller Kerrisdale Capital for the second time in a month.
In a scathing letter to C3.ai auditor Deloitte & Touche, on which the Securities and Exchange Commission (SEC) was copied, Kerrisdale accused the company of multiple accounting irregularities, making the case that C3.ai was inflating its revenue and gross margin in order to appear as if it's a software subscription company, even though it's really a consulting services-oriented business.
As Kerrisdale argues, subscription software businesses tend to trade at much higher multiples than consulting businesses so it's in C3.ai management's interest to inflate the multiple and the valuation because executives are compensated largely with stock and options. 
The letter also focuses on the company's complicated relationship with strategic partner Baker Hughes and how it accounts for revenue from the oil services company.
C3.ai stock fell as much as 29% on Tuesday after Kerrisdale released its letter.
Image source: Getty Images.
Kerrisdale's case centers around the company's abstruse relationship with Baker Hughes and the way it handles its receivables accounting.
Through the first three quarters of its fiscal year, C3.ai's revenue has been relatively flat, even declining in its most recent quarter. However, at the same time, accounts receivable jumped from $80.2 million to $143.7 million, while revenue rose from just $62.4 million to $66.7 million. 

AI Revenue (Quarterly) data by YCharts
Since accounts receivable represents revenue that has been recorded but not yet collected, it's odd to see receivables growing so much faster than revenue. Normally, you'd expect them to grow at a similar pace, barring any change in billing practices or difficulty in collecting bills.
Additionally, many of those receivables were unbilled. As C3.ai says in its own 10-Q filing, it had $79.6 million in unbilled receivables from Baker Hughes as of Jan. 31, up from $16.5 million three quarters earlier. 
C3.ai makes no explanation for the sizable amount of unbilled receivables, though it does note that Baker Hughes accounted for 45% of its revenue in the most recent quarter, a uniquely high degree of customer concentration for a publicly traded company. 
Because of the ballooning unbilled receivables from its close strategic partner, Kerrisdale concludes that ""C3.ai is booking fictional revenue in order to meet consensus analyst estimates and cover up the fact that, in reality, its products are unable to get traction with customers and its business is failing."" Essentially, Kerrisdale is saying that it's inventing revenue that it then reports as an unbilled receivable in order to account for it on the balance sheet and cash flow statement.
There's no clear answer to the question of why the company has not invoiced 30% of its reported revenue over the last nine months.
Kerrisdale's other main argument is that C3.ai is a consulting business masquerading as a software business in order to earn a higher valuation multiple.
For example, C3.ai reported $55.9 million of related party subscription revenue for the first three quarters of fiscal 2023, but no related cost of revenue, implying that the subscription software business connected to Baker Hughes has a 100% gross margin. 
According to Kerrisdale, the company is doing that to convince the market that it's a software-as-a-service company rather than a services-intensive consulting business. Kerrisdale also observed that research and development expenses exceeded gross profit in the last three quarters, leading it to believe the company is recording cost of revenue as research and development expenses to help its financial numbers look like those of a software business.
As a stock, C3.ai has had a banner year with shares having tripled at one point this year and up more than 100% year to date even after Tuesday's sell-off.
However, the performance of the business itself remains wanting. Revenue actually declined in the third quarter, falling 4.4% to $66.7 million and the company continues to be highly unprofitable on a generally acceptable accounting principles (GAAP) basis with a loss of $63.1 million in the third quarter and a free-cash-flow loss of $202 million through the first three quarters of the year. 
Kerrisdale is short the stock so it has an interest in the share price is falling, but its arguments are credible, and it doesn't have to be right about everything in order for C3.ai to be forced into restating its books, or worse. Investors should expect a response from C3.ai soon.
Considering the artificial intelligence stock still trades at a lofty price-to-sales valuation of around 12, the stock could have a lot more room to fall especially if Kerrisdale's claims gain traction. 
Keep your eye on upcoming news out on the report, including C3.ai's rebuttal, as these accusations aren't just going to go away on their own. 
10 stocks we like better than C3.aiWhen our analyst team has a stock tip, it can pay to listen. After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has tripled the market.*
They just revealed what they believe are the ten best stocks for investors to buy right now... and C3.ai wasn't one of them! That's right -- they think these 10 stocks are even better buys.
See the 10 stocks
 
*Stock Advisor returns as of March 8, 2023
 
Jeremy Bowman has no position in any of the stocks mentioned. The Motley Fool recommends C3.ai. The Motley Fool has a disclosure policy.
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.

© 2023, Nasdaq, Inc. All Rights Reserved.










To add symbols:


These symbols will be available throughout the site during your session.
To add symbols:


These symbols will be available throughout the site during your session.",https://www.nasdaq.com/articles/c3.ai-accused-of-accounting-fraud.-heres-what-investors-need-to-know.
